               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 134,             0.10473,             0.12289,          3.7546e-08,             0.26953,             0.30993,             0.20277,            0.061569,             0.10062,             0.16658,          3.6709e-08,           0.0078055,           0.0078055,           0.0078055
                 135,             0.10842,              0.1209,          3.6968e-08,             0.26953,             0.30993,             0.20277,            0.061569,             0.10062,             0.16658,          3.6709e-08,            0.007789,            0.007789,            0.007789
                 136,             0.10603,             0.10951,           3.778e-08,             0.26264,             0.30589,             0.20063,            0.061262,             0.10079,             0.16594,          3.6857e-08,           0.0077725,           0.0077725,           0.0077725
                 137,             0.10684,             0.12465,          3.7483e-08,             0.26264,             0.30589,             0.20063,            0.061262,             0.10079,             0.16594,          3.6857e-08,            0.007756,            0.007756,            0.007756
                 138,             0.10437,             0.11617,          3.7612e-08,             0.30087,             0.31132,             0.21874,            0.066292,            0.099897,             0.16502,          3.7772e-08,           0.0077395,           0.0077395,           0.0077395
                 139,             0.10819,             0.11305,          3.7523e-08,             0.30087,             0.31132,             0.21874,            0.066292,            0.099897,             0.16502,          3.7772e-08,            0.007723,            0.007723,            0.007723
                 140,             0.11228,             0.14055,           3.653e-08,             0.29164,              0.3013,             0.21141,            0.067107,             0.10005,             0.16389,          3.8531e-08,           0.0077065,           0.0077065,           0.0077065
                 141,             0.10715,             0.13683,          3.7667e-08,             0.29164,              0.3013,             0.21141,            0.067107,             0.10005,             0.16389,          3.8531e-08,             0.00769,             0.00769,             0.00769
                 142,             0.10756,             0.11986,          3.7898e-08,             0.32489,             0.31049,             0.23193,            0.073097,            0.099441,             0.16505,          3.7896e-08,           0.0076735,           0.0076735,           0.0076735
                 143,             0.10726,             0.11457,          3.8082e-08,             0.32489,             0.31049,             0.23193,            0.073097,            0.099441,             0.16505,          3.7896e-08,            0.007657,            0.007657,            0.007657
                 144,             0.10767,             0.12026,          3.8051e-08,             0.33635,              0.3038,              0.2429,            0.074469,            0.099302,             0.16631,          3.7838e-08,           0.0076405,           0.0076405,           0.0076405
                 145,             0.10258,             0.10888,          3.8256e-08,             0.33635,              0.3038,              0.2429,            0.074469,            0.099302,             0.16631,          3.7838e-08,            0.007624,            0.007624,            0.007624
